HINQ302_Migration_Data_assessment_2.1
HINQ302_Migration_Data_assessment_2.1,,,,,,,,,,,,,,,,,
unique_identifier,city_origin,ship_name,travel_class,first_name,second_name,age_years,date_disembarked,day_disembarked,month_disembarked,year_disembarked,gender-type,race_group,occupation_type,destination_city,deck_number,,comment_data_and_sources
737,southampton,titanic,second,edythe,tawzer,96,18/04/1912,18,4,1912,female,hispanic,none,new york,2,,
738,liverpool,baltic,third,tyler,day,19,15/04/1912,15,4,1912,female,other,carpenter,new york,3,,"The entry nineteen-two as an 'age' variable is ambiguous. It could be nineteen years and two months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
739,southampton,titanic,second,juan,barron,53,18/04/1912,18,4,1912,male,black,none,new york,5,,
740,liverpool,celtic,first,marley,orth,50,20/04/1912,20,4,1912,female,asian,merchant,new york,4,,
741,southampton,britannic,second,zorayda,sanchez,54,15/04/1912,15,4,1912,male,hispanic,none,new york,2,,
742,liverpool,lusitania,third,julie,le,77,16/04/1912,16,4,1912,female,other,shoemaker,new york,4,,
743,liverpool,aquitania,first,amber,mills,24,18/04/1912,18,4,1912,male,other,weaver,new york,4,,
744,liverpool,adriatic,second,lauren,foutch,96,18/04/1912,18,4,1912,male,other,tailor,new york,4,,
745,liverpool,mauretania,first,rodney,truitt,24,19/04/1912,19,4,1912,male,hispanic,carpenter,new york,3,,
746,liverpool,aquitania,second,gregory,watt,39,18/04/1912,18,4,1912,female,white,weaver,new york,4,,
747,liverpool,baltic,second,anthony,clardy,24,16/04/1912,16,4,1912,female,white,mason,new york,4,,
748,liverpool,lusitania,first,anthony,pham,81,19/04/1912,19,4,1912,male,white,shoemaker,new york,3,,
749,liverpool,carpathia,first,ali,al-hashem,87,19/04/1912,19,4,1912,female,asian,tailor,new york,3,,
750,liverpool,aquitania,second,sassan,prilliman,85,20/04/1912,20,4,1912,female,white,mason,new york,1,,
751,southampton,titanic,third,julia,joy,6,16/04/1912,16,4,1912,male,black,mason,new york,5,,
752,liverpool,adriatic,second,alyssa,hadley,55,15/04/1912,15,4,1912,male,asian,merchant,new york,3,,
753,liverpool,celtic,first,christine,lastrella,2,20/04/1912,20,4,1912,female,other,none,new york,2,,
754,liverpool,lusitania,second,philman,tindle,8,15/04/1912,15,4,1912,male,asian,miner,new york,1,,
755,liverpool,lusitania,first,elijah,mcghee,5,19/04/1912,19,4,1912,male,hispanic,merchant,new york,5,,
756,liverpool,lusitania,second,austin,carroll,88,15/04/1912,15,4,1912,female,asian,tailor,cherbourg,5,,
757,southampton,titanic,first,maaiz,el-ismael,43,18/04/1912,18,4,1912,male,hispanic,farmer,new york,5,,
758,liverpool,adriatic,first,lucas,serrano,5,20/04/1912,20,4,1912,female,white,merchant,new york,5,,
759,southampton,titanic,third,ziyaad,el-adel,43,15/04/1912,15,4,1912,female,white,blacksmith,cherbourg,5,,
760,southampton,olympic,second,rafeeda,al-sheikh,1,18/04/1912,18,4,1912,female,other,weaver,new york,3,,
761,southampton,olympic,first,aqeela,al-daoud,75,18/04/1912,18,4,1912,female,hispanic,farmer,new york,4,,
762,southampton,titanic,third,keauna,douglas jr,17,19/04/1912,19,4,1912,female,black,tailor,new york,5,,
763,liverpool,adriatic,first,zaahid,al-saab,no data,20/04/1912,20,4,1912,female,white,baker,new york,1,,
764,liverpool,celtic,first,nadia,nguyen,29,19/04/1912,19,4,1912,male,black,blacksmith,new york,4,,
765,liverpool,mauretania,third,zumruda,el-rasheed,1,15/04/1912,15,4,1912,female,black,merchant,new york,2,,
766,liverpool,adriatic,second,whitney,mulinde,75,15/04/1912,15,4,1912,female,white,blacksmith,new york,5,,
767,liverpool,aquitania,third,tiarra,kassahun,43,19/04/1912,19,4,1912,male,other,carpenter,new york,4,,
768,liverpool,aquitania,third,marisol,rodriguez,64,18/04/1912,18,4,1912,male,hispanic,tailor,new york,1,,
769,southampton,titanic,second,richard,baca,18,18/04/1912,18,4,1912,female,black,merchant,new york,2,,
770,liverpool,adriatic,second,hannah,warta,84,20/04/1912,20,4,1912,male,other,tailor,new york,3,,
771,southampton,titanic,third,brenna,linke,20,15/04/1912,15,4,1912,male,white,none,new york,5,,
772,liverpool,carpathia,third,stefan,franklin-douglas,6,18/04/1912,18,4,1912,male,black,merchant,new york,3,,
773,liverpool,baltic,first,alex,young,74,20/04/1912,20,4,1912,female,white,baker,new york,2,,
774,liverpool,celtic,first,maria,gonzalez,0,16/04/1912,16,4,1912,female,white,merchant,new york,4,,
775,liverpool,adriatic,third,neha,phan,55,20/04/1912,20,4,1912,male,asian,farmer,new york,2,,
776,liverpool,baltic,second,ubaida,al-karim,23,20/04/1912,20,4,1912,male,black,farmer,new york,2,,
777,southampton,britannic,second,dakota,williams,86,19/04/1912,19,4,1912,male,black,weaver,cherbourg,3,,
778,southampton,britannic,second,ghassaan,al-hakim,no data,19/04/1912,19,4,1912,male,asian,blacksmith,new york,1,,
779,southampton,olympic,third,tiffany,hogan,8,20/04/1912,20,4,1912,female,asian,weaver,new york,2,,
780,liverpool,celtic,second,lynn,noe,25,16/04/1912,16,4,1912,male,other,none,new york,1,,
781,liverpool,celtic,first,sarah,eichie,14,15/04/1912,15,4,1912,female,hispanic,none,new york,4,,
782,southampton,titanic,third,sulama,al-ahmad,87,15/04/1912,15,4,1912,female,white,shoemaker,new york,1,,
783,liverpool,lusitania,second,james,thurimella,31,19/04/1912,19,4,1912,male,other,tailor,new york,4,,
784,liverpool,celtic,second,omar,martinez,4,16/04/1912,16,4,1912,male,hispanic,shoemaker,new york,3,,
785,liverpool,baltic,second,lucas,forbes,21,19/04/1912,19,4,1912,female,black,none,new york,4,,
786,liverpool,adriatic,second,calvin,nguyen,64,15/04/1912,15,4,1912,male,other,tailor,new york,3,,
787,southampton,titanic,third,aasima,al-molla,8,16/04/1912,16,4,1912,male,asian,baker,new york,5,,
788,liverpool,celtic,second,menandez,ortiz,90,19/04/1912,19,4,1912,male,black,mason,new york,4,,
789,liverpool,carpathia,first,francisco,geist,42,17/04/1912,17,4,1912,male,hispanic,blacksmith,new york,3,,
790,liverpool,baltic,second,janeah,newton,7,19/04/1912,19,4,1912,female,hispanic,carpenter,new york,3,,
791,liverpool,celtic,second,ashley,neumaier,1,20/04/1912,20,4,1912,female,other,carpenter,cherbourg,2,,
792,southampton,titanic,first,mary,ng,10,20/04/1912,20,4,1912,male,black,weaver,new york,2,,
793,liverpool,baltic,second,michael,mahieu,7,15/04/1912,15,4,1912,female,other,merchant,new york,3,,
794,liverpool,adriatic,second,david,kemp,67,17/04/1912,17,4,1912,male,black,shoemaker,new york,2,,
795,liverpool,carpathia,first,marcos,nape valverde,34,16/04/1912,16,4,1912,female,asian,merchant,new york,3,,
796,liverpool,aquitania,third,akram,anderson,72,20/04/1912,20,4,1912,female,other,miner,new york,4,,
797,liverpool,celtic,first,turki,al-agha,66,17/04/1912,17,4,1912,female,hispanic,baker,new york,1,,
798,liverpool,celtic,third,reagan,nelson,49,19/04/1912,19,4,1912,male,black,weaver,new york,1,,
799,southampton,titanic,second,joanna,boltz,3,19/04/1912,19,4,1912,male,other,carpenter,new york,5,,
800,liverpool,mauretania,first,megan,porco,45,18/04/1912,18,4,1912,female,white,miner,new york,1,,
801,southampton,olympic,first,laura,sherwood,89,16/04/1912,16,4,1912,female,black,mason,new york,3,,
802,southampton,olympic,third,deandre,wright,no data,15/04/1912,15,4,1912,male,black,blacksmith,new york,4,,
803,liverpool,adriatic,first,darnell,parker,60,16/04/1912,16,4,1912,female,black,baker,new york,2,,
804,liverpool,adriatic,second,christia,bauer,89,20/04/1912,20,4,1912,female,white,farmer,new york,1,,
805,liverpool,lusitania,first,sara,belozerov,8,18/04/1912,18,4,1912,female,white,farmer,new york,5,,
806,southampton,titanic,second,arielle,sanchez,3,17/04/1912,17,4,1912,male,white,merchant,new york,5,,
807,liverpool,mauretania,first,alan,hernandez,99,16/04/1912,16,4,1912,female,asian,tailor,new york,5,,
808,liverpool,celtic,first,zeena,al-sadiq,2,19/04/1912,19,4,1912,male,asian,merchant,new york,3,,
809,liverpool,lusitania,third,abigail,knaus,36,15/04/1912,15,4,1912,female,asian,mason,new york,4,,
810,liverpool,baltic,second,priscilla,hotchkiss,55,18/04/1912,18,4,1912,female,hispanic,tailor,new york,4,,
811,liverpool,lusitania,third,evangelina,bohannon,no data,17/04/1912,17,4,1912,male,black,tailor,new york,2,,
812,southampton,titanic,first,muslim,el-safar,7,20/04/1912,20,4,1912,female,other,miner,cherbourg,3,,
813,liverpool,carpathia,second,isaiah,banh,4,19/04/1912,19,4,1912,male,other,blacksmith,new york,4,,
814,southampton,britannic,first,wajeeb,al-amer,40,19/04/1912,19,4,1912,female,other,carpenter,new york,1,,
815,liverpool,lusitania,second,razeena,el-zadeh,14,16/04/1912,16,4,1912,female,white,merchant,new york,1,,
816,southampton,britannic,second,jade,anderson,68,16/04/1912,16,4,1912,male,hispanic,shoemaker,new york,5,,
817,southampton,olympic,second,noel,ruiz,19,18/04/1912,18,4,1912,male,white,farmer,new york,2,,"The entry nineteen-one as an 'age' variable is ambiguous. It could be nineteen years and one month but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
818,liverpool,baltic,second,jevonna,allen,6,20/04/1912,20,4,1912,female,white,merchant,new york,1,,
819,liverpool,carpathia,first,mahbooba,al-sattar,4,15/04/1912,15,4,1912,female,other,carpenter,new york,5,,
820,liverpool,mauretania,second,kelby,goldstein,60,20/04/1912,20,4,1912,female,white,tailor,new york,2,,
821,liverpool,carpathia,second,kyrstye,morgan,3,20/04/1912,20,4,1912,male,other,blacksmith,new york,2,,
822,liverpool,mauretania,second,cherokee,deere,19,16/04/1912,16,4,1912,female,asian,baker,new york,3,,"The entry nineteen-two as an 'age' variable is ambiguous. It could be nineteen years and two months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
823,liverpool,celtic,third,deisey,kumagai,58,19/04/1912,19,4,1912,male,asian,none,cherbourg,1,,
824,liverpool,lusitania,first,octavia,glenn-bracey,98,16/04/1912,16,4,1912,female,hispanic,blacksmith,new york,4,,
825,liverpool,adriatic,second,steffi,rios-pacheco,93,20/04/1912,20,4,1912,male,white,baker,new york,3,,
826,liverpool,mauretania,first,jared,resendez,4,16/04/1912,16,4,1912,male,white,merchant,new york,2,,
827,liverpool,adriatic,second,salvador,marrufo,23,18/04/1912,18,4,1912,male,asian,shoemaker,new york,5,,
828,liverpool,adriatic,third,muzammil,el-hafeez,6,19/04/1912,19,4,1912,male,hispanic,miner,new york,3,,
829,liverpool,carpathia,second,shanta,collins,5,20/04/1912,20,4,1912,female,asian,tailor,new york,4,,
830,southampton,olympic,second,labeeba,al-malik,29,15/04/1912,15,4,1912,male,hispanic,carpenter,new york,2,,
831,liverpool,mauretania,first,calvin,pablo,85,18/04/1912,18,4,1912,male,asian,blacksmith,new york,3,,
832,liverpool,adriatic,first,bryce,cox,6,16/04/1912,16,4,1912,male,asian,weaver,new york,5,,
833,liverpool,celtic,second,tiauna,mcgowan,6,15/04/1912,15,4,1912,female,other,miner,cherbourg,3,,
834,southampton,britannic,first,juwan,gulaid,32,20/04/1912,20,4,1912,male,other,mason,new york,5,,
835,liverpool,baltic,second,ricardo,herrera navarrete,58,17/04/1912,17,4,1912,female,other,carpenter,new york,1,,
836,southampton,titanic,first,benjamin,madril,1,17/04/1912,17,4,1912,female,white,blacksmith,new york,3,,
837,liverpool,adriatic,second,faraah,el-hadi,87,18/04/1912,18,4,1912,male,other,weaver,new york,1,,
838,southampton,olympic,second,faniola,duncan,10,20/04/1912,20,4,1912,female,white,merchant,new york,1,,
839,liverpool,celtic,second,munisa,al-mansoor,18,15/04/1912,15,4,1912,male,asian,none,new york,4,,
840,liverpool,aquitania,second,irquois,hermanyhorses,1,17/04/1912,17,4,1912,female,black,farmer,new york,5,,
841,liverpool,mauretania,third,haazim,al-jamal,80,19/04/1912,19,4,1912,male,white,none,new york,1,,
842,liverpool,aquitania,third,richard,outhouse,38,20/04/1912,20,4,1912,male,hispanic,tailor,new york,1,,
843,liverpool,lusitania,third,sean,powell,2,16/04/1912,16,4,1912,female,asian,none,new york,5,,
844,liverpool,adriatic,third,kamiyanna,pruett,55,18/04/1912,18,4,1912,female,hispanic,merchant,new york,3,,
845,liverpool,baltic,third,caleb,wilfahrt,86,17/04/1912,17,4,1912,male,black,shoemaker,new york,1,,
846,liverpool,aquitania,second,chloe,garnett,35,17/04/1912,17,4,1912,male,white,mason,new york,5,,
847,southampton,britannic,third,bach,blackburn,11,18/04/1912,18,4,1912,female,asian,merchant,new york,1,,
848,liverpool,adriatic,first,john,chin,no data,15/04/1912,15,4,1912,female,asian,miner,cherbourg,3,,
849,liverpool,lusitania,second,hamaama,al-lone,22,15/04/1912,15,4,1912,female,hispanic,farmer,new york,3,,
850,southampton,olympic,first,alexandra,roberts,56,16/04/1912,16,4,1912,female,black,shoemaker,cherbourg,4,,
851,liverpool,aquitania,second,dakota,schell,5,17/04/1912,17,4,1912,female,white,baker,new york,3,,
852,liverpool,mauretania,first,caleb,solorzano,1,18/04/1912,18,4,1912,female,other,none,new york,2,,
853,liverpool,aquitania,third,hakeema,al-shahin,67,17/04/1912,17,4,1912,male,black,blacksmith,new york,1,,
854,liverpool,carpathia,third,rocky,wall,1,18/04/1912,18,4,1912,female,asian,miner,new york,3,,
855,southampton,titanic,second,marnita,henkels,5,19/04/1912,19,4,1912,female,asian,carpenter,new york,5,,
856,liverpool,aquitania,second,tonya,lindsay,17,15/04/1912,15,4,1912,male,other,tailor,new york,4,,
857,southampton,britannic,third,salvador,medina,69,17/04/1912,17,4,1912,female,hispanic,miner,cherbourg,4,,
858,southampton,olympic,second,joshua,la,38,15/04/1912,15,4,1912,male,black,farmer,new york,1,,
859,liverpool,carpathia,first,hyun sik,kim,0,18/04/1912,18,4,1912,male,hispanic,miner,new york,1,,
860,southampton,titanic,third,maysea,mehta,90,19/04/1912,19,4,1912,male,asian,tailor,new york,5,,
861,liverpool,baltic,first,thanaa,el-nazir,55,16/04/1912,16,4,1912,male,black,weaver,new york,3,,
862,southampton,olympic,second,phayd,trujillo,6,15/04/1912,15,4,1912,female,white,none,cherbourg,3,,
863,liverpool,celtic,first,vicente,velasco,60,16/04/1912,16,4,1912,male,other,farmer,new york,1,,
864,liverpool,baltic,third,byron,dixon,26,15/04/1912,15,4,1912,female,other,merchant,new york,2,,
865,liverpool,mauretania,first,sierra,cloud,5,16/04/1912,16,4,1912,male,hispanic,baker,new york,1,,
866,liverpool,mauretania,first,jota,morgan,19,17/04/1912,17,4,1912,male,white,miner,new york,4,,
867,liverpool,mauretania,first,lakshmi priya,ho,7,16/04/1912,16,4,1912,male,white,tailor,new york,3,,
868,southampton,titanic,third,devin,prueitt,4,18/04/1912,18,4,1912,female,asian,carpenter,new york,5,,
869,southampton,titanic,third,mary,kirbow,47,15/04/1912,15,4,1912,male,other,tailor,new york,2,,
870,southampton,titanic,second,dustin,whitbeck,96,15/04/1912,15,4,1912,female,black,weaver,new york,3,,
871,southampton,olympic,first,daniel,larsen,10,15/04/1912,15,4,1912,male,asian,tailor,new york,1,,
872,liverpool,baltic,first,benjamin,scott,89,20/04/1912,20,4,1912,female,black,mason,new york,4,,
873,liverpool,carpathia,first,katie,kinney,no data,20/04/1912,20,4,1912,female,white,weaver,new york,4,,
874,liverpool,aquitania,second,sebastian,prieto,7,15/04/1912,15,4,1912,female,white,blacksmith,cherbourg,3,,
875,liverpool,adriatic,first,amanda,herzog,7,18/04/1912,18,4,1912,male,asian,weaver,new york,2,,
876,liverpool,mauretania,second,cyron,dou,45,18/04/1912,18,4,1912,female,hispanic,baker,new york,3,,
877,liverpool,baltic,third,patrick,ablan,3,16/04/1912,16,4,1912,male,other,tailor,new york,1,,
878,southampton,titanic,third,dylan,brunswig,10,17/04/1912,17,4,1912,male,black,carpenter,new york,5,,
879,southampton,olympic,third,alexis,stokes,22,19/04/1912,19,4,1912,male,black,carpenter,new york,3,,
880,southampton,britannic,second,hamdaan,al-greiss,87,20/04/1912,20,4,1912,male,hispanic,merchant,cherbourg,5,,
881,liverpool,carpathia,third,hung,lim,34,18/04/1912,18,4,1912,male,asian,blacksmith,new york,5,,
882,southampton,titanic,first,ashley,hall,42,18/04/1912,18,4,1912,female,black,miner,new york,2,,
883,liverpool,mauretania,third,alexander,vijayasarathy,47,19/04/1912,19,4,1912,male,black,baker,new york,5,,
884,liverpool,celtic,second,khawme,omar,8,16/04/1912,16,4,1912,male,black,none,new york,3,,
885,liverpool,lusitania,third,domenic,loy,33,15/04/1912,15,4,1912,female,black,blacksmith,new york,1,,
886,liverpool,carpathia,second,ivan,soto reyes,0,16/04/1912,16,4,1912,male,asian,none,new york,1,,
887,liverpool,adriatic,second,bilaal,el-othman,3,17/04/1912,17,4,1912,male,black,farmer,new york,2,,
888,liverpool,aquitania,first,mayela,vargas,4,19/04/1912,19,4,1912,female,white,shoemaker,new york,2,,
889,liverpool,lusitania,first,salmaan,el-ramadan,15,15/04/1912,15,4,1912,female,white,shoemaker,new york,4,,
890,liverpool,lusitania,second,eduardo,trujillo,99,17/04/1912,17,4,1912,female,asian,merchant,new york,3,,
891,southampton,titanic,first,ines,sandoval,8,15/04/1912,15,4,1912,male,white,merchant,new york,5,,
892,liverpool,lusitania,third,madeline,oster,4,18/04/1912,18,4,1912,male,asian,shoemaker,cherbourg,5,,
893,liverpool,adriatic,second,kawkab,al-amiri,96,15/04/1912,15,4,1912,male,asian,miner,new york,3,,
894,liverpool,aquitania,first,ilona,campbell,1,19/04/1912,19,4,1912,male,hispanic,none,new york,1,,
895,southampton,olympic,third,marilu,cotonuts,7,19/04/1912,19,4,1912,male,hispanic,blacksmith,new york,4,,
896,liverpool,adriatic,first,cody,renner,84,15/04/1912,15,4,1912,male,white,merchant,new york,4,,
897,liverpool,baltic,first,deirdre,briseno,17,16/04/1912,16,4,1912,male,asian,tailor,new york,4,,
898,liverpool,aquitania,third,benjamin,geisert,2,16/04/1912,16,4,1912,female,hispanic,none,cherbourg,4,,
899,liverpool,carpathia,second,geana,aguirre,60,19/04/1912,19,4,1912,male,white,none,new york,3,,
900,southampton,titanic,second,stephanie,rodriguez sosa,2,20/04/1912,20,4,1912,female,white,carpenter,new york,4,,
901,liverpool,lusitania,third,zahraaa,al-amen,19,16/04/1912,16,4,1912,male,hispanic,none,new york,5,,"The entry nineteen-five as an 'age' variable is ambiguous. It could be nineteen years and five months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
902,southampton,titanic,second,grace,williamson-lee,7,15/04/1912,15,4,1912,male,asian,baker,new york,5,,
903,liverpool,mauretania,second,hanoona,el-hafeez,40,17/04/1912,17,4,1912,female,asian,miner,new york,2,,
904,liverpool,celtic,first,samantha,her,6,16/04/1912,16,4,1912,male,hispanic,blacksmith,new york,4,,
905,liverpool,carpathia,second,monique,ferszt,7,15/04/1912,15,4,1912,male,black,shoemaker,new york,1,,
906,southampton,olympic,third,zachary,harrington,3,15/04/1912,15,4,1912,male,black,mason,new york,3,,
907,southampton,olympic,second,joseph,merlan,65,16/04/1912,16,4,1912,female,hispanic,shoemaker,new york,5,,
908,liverpool,aquitania,third,zachary,lucero,13,15/04/1912,15,4,1912,female,other,blacksmith,new york,5,,
909,liverpool,baltic,first,michaela,mares,88,18/04/1912,18,4,1912,female,white,miner,new york,2,,
910,southampton,olympic,second,eli,finkenbinder,3,18/04/1912,18,4,1912,female,hispanic,blacksmith,new york,1,,
911,liverpool,lusitania,second,marco,rios armendariz,46,16/04/1912,16,4,1912,female,asian,farmer,cherbourg,1,,
912,southampton,olympic,first,frederick,johnson,49,19/04/1912,19,4,1912,male,hispanic,mason,new york,4,,
913,liverpool,aquitania,second,lars,lee,68,20/04/1912,20,4,1912,female,asian,merchant,new york,3,,
914,liverpool,carpathia,first,ramona,kekahbah,no data,19/04/1912,19,4,1912,female,black,baker,new york,3,,
915,liverpool,baltic,second,mariah,mcneal,21,17/04/1912,17,4,1912,male,white,shoemaker,new york,2,,
916,liverpool,carpathia,third,alberto,pizarro,19,16/04/1912,16,4,1912,male,hispanic,baker,new york,5,,"The entry nineteen-seven as an 'age' variable is ambiguous. It could be nineteen years and seven months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
917,liverpool,carpathia,second,daniel,summers,39,16/04/1912,16,4,1912,male,hispanic,tailor,new york,3,,
918,southampton,titanic,third,craig,meza,45,20/04/1912,20,4,1912,male,black,shoemaker,new york,4,,
919,liverpool,baltic,second,kaitlin,bau,16,15/04/1912,15,4,1912,male,other,none,new york,4,,
920,southampton,britannic,second,carlee,stapleton,1,18/04/1912,18,4,1912,female,hispanic,mason,new york,5,,
921,southampton,titanic,second,tiffany,sanders,33,16/04/1912,16,4,1912,male,other,merchant,new york,3,,
922,southampton,titanic,third,qisma,al-wahba,50,19/04/1912,19,4,1912,female,asian,shoemaker,new york,5,,
923,liverpool,baltic,second,ciara,garcia,2,19/04/1912,19,4,1912,female,white,blacksmith,new york,2,,
924,liverpool,celtic,third,jyni,joseph,14,17/04/1912,17,4,1912,male,black,merchant,new york,5,,
925,liverpool,lusitania,first,ben,rastle,43,18/04/1912,18,4,1912,female,other,merchant,new york,1,,
926,southampton,titanic,first,tiana,montoya,50,20/04/1912,20,4,1912,female,hispanic,miner,new york,5,,
927,southampton,olympic,second,zaahir,al-begum,93,20/04/1912,20,4,1912,male,black,none,new york,4,,
928,liverpool,carpathia,third,adriana,duran,4,19/04/1912,19,4,1912,female,white,tailor,new york,2,,
929,liverpool,lusitania,third,christopher,chavez,3,15/04/1912,15,4,1912,female,white,carpenter,new york,3,,
930,liverpool,celtic,third,tapedza,williams,22,18/04/1912,18,4,1912,male,white,weaver,new york,5,,
931,southampton,britannic,second,siddeeqa,el-arshad,48,17/04/1912,17,4,1912,female,asian,miner,new york,5,,
932,liverpool,carpathia,second,jameela,el-mattar,8,19/04/1912,19,4,1912,male,black,tailor,new york,2,,
933,liverpool,baltic,second,sanad,el-khawaja,80,16/04/1912,16,4,1912,male,black,none,new york,3,,
934,liverpool,carpathia,first,da'na,charles,3,20/04/1912,20,4,1912,male,white,farmer,new york,3,,
935,liverpool,carpathia,second,jorden,fleming,52,18/04/1912,18,4,1912,female,asian,miner,new york,3,,
936,liverpool,celtic,second,johnny,whitlock,84,19/04/1912,19,4,1912,male,asian,blacksmith,new york,2,,
937,southampton,olympic,first,kimberly,castillo,54,16/04/1912,16,4,1912,female,other,miner,new york,2,,
938,liverpool,baltic,second,daniella,cordova,63,19/04/1912,19,4,1912,female,hispanic,shoemaker,new york,1,,
939,liverpool,aquitania,first,konda,rundle,5,17/04/1912,17,4,1912,male,other,blacksmith,new york,3,,
940,liverpool,celtic,second,anjanet,anderson,76,15/04/1912,15,4,1912,male,other,carpenter,cherbourg,5,,
941,liverpool,carpathia,third,ena,thompson,58,16/04/1912,16,4,1912,male,asian,miner,new york,3,,
942,liverpool,lusitania,third,leon,mcgill,33,16/04/1912,16,4,1912,male,white,miner,new york,4,,
943,southampton,olympic,second,selina,vasquez,68,16/04/1912,16,4,1912,male,white,shoemaker,new york,2,,
944,liverpool,celtic,third,kirk,holt,6,15/04/1912,15,4,1912,female,black,farmer,new york,5,,
945,liverpool,lusitania,first,lance,sayyid,43,17/04/1912,17,4,1912,female,asian,blacksmith,new york,1,,
946,southampton,titanic,second,miah,nguyen,99,15/04/1912,15,4,1912,female,other,baker,new york,5,,
947,liverpool,lusitania,third,derrick,fleming-joseph,4,15/04/1912,15,4,1912,male,hispanic,mason,new york,4,,
948,liverpool,carpathia,second,tommy,nekkanti,13,17/04/1912,17,4,1912,male,black,none,new york,5,,
949,southampton,titanic,first,alexander,nguyen,0,20/04/1912,20,4,1912,male,black,farmer,new york,2,,
950,liverpool,lusitania,first,jonathan,yates,1,15/04/1912,15,4,1912,female,hispanic,farmer,new york,4,,
951,liverpool,adriatic,second,kelli,spaulding,93,15/04/1912,15,4,1912,male,hispanic,weaver,new york,5,,
952,liverpool,lusitania,second,sky,garcia,33,20/04/1912,20,4,1912,male,other,carpenter,new york,3,,
953,southampton,olympic,second,minh,pabalan,3,19/04/1912,19,4,1912,female,asian,farmer,new york,2,,
954,liverpool,carpathia,third,anselmo,zavala,81,19/04/1912,19,4,1912,female,hispanic,baker,cherbourg,3,,
955,liverpool,aquitania,second,caela,wallin,22,18/04/1912,18,4,1912,male,hispanic,shoemaker,new york,3,,
956,liverpool,carpathia,first,matthew,tahlo,13,20/04/1912,20,4,1912,female,other,shoemaker,new york,2,,
957,southampton,titanic,second,taneil,deveaux,63,17/04/1912,17,4,1912,male,black,baker,new york,3,,
958,southampton,britannic,first,alyce,kelly,1,19/04/1912,19,4,1912,female,black,mason,new york,1,,
959,southampton,britannic,first,deshaun,gardner,51,15/04/1912,15,4,1912,female,black,shoemaker,new york,2,,
960,liverpool,aquitania,third,dayton,ubungen miller,8,20/04/1912,20,4,1912,female,black,miner,new york,3,,
961,liverpool,carpathia,first,zachary,monash,8,17/04/1912,17,4,1912,male,hispanic,weaver,new york,2,,
962,liverpool,baltic,first,hatteras,marshall,54,15/04/1912,15,4,1912,female,black,blacksmith,cherbourg,1,,
963,liverpool,aquitania,first,kendra,shevela,23,20/04/1912,20,4,1912,male,white,farmer,new york,3,,
964,southampton,titanic,second,derek,locust,21,20/04/1912,20,4,1912,male,asian,blacksmith,new york,4,,
965,southampton,olympic,third,dallas,bentley,6,20/04/1912,20,4,1912,male,asian,blacksmith,new york,4,,
966,liverpool,aquitania,first,david,barton,21,15/04/1912,15,4,1912,male,other,carpenter,new york,1,,
967,southampton,olympic,second,tori,elder,6,18/04/1912,18,4,1912,male,asian,farmer,new york,5,,
968,liverpool,baltic,second,raja,ray,3,16/04/1912,16,4,1912,female,asian,merchant,new york,1,,
969,liverpool,adriatic,second,melissa,schweigert,33,19/04/1912,19,4,1912,male,black,none,new york,2,,
970,southampton,olympic,second,renee,danner,16,20/04/1912,20,4,1912,female,other,tailor,new york,5,,
971,liverpool,lusitania,first,amina,dozier,96,15/04/1912,15,4,1912,male,other,merchant,new york,2,,
972,liverpool,baltic,first,luanne,kirksey,41,15/04/1912,15,4,1912,male,hispanic,blacksmith,new york,5,,
973,liverpool,celtic,first,raaniya,el-nasrallah,17,19/04/1912,19,4,1912,female,other,mason,new york,2,,
974,liverpool,celtic,third,kayla,castellano,57,20/04/1912,20,4,1912,female,white,mason,new york,3,,
975,southampton,titanic,third,taraleah,marquez,25,20/04/1912,20,4,1912,male,hispanic,shoemaker,new york,3,,
976,southampton,titanic,third,lennay,horton,no data,18/04/1912,18,4,1912,male,white,tailor,new york,3,,
977,liverpool,carpathia,first,makayla,bradford,98,19/04/1912,19,4,1912,male,asian,miner,new york,2,,
978,southampton,titanic,second,spring,montoya,72,17/04/1912,17,4,1912,male,hispanic,merchant,new york,3,,
979,liverpool,adriatic,first,elijah,walker,38,18/04/1912,18,4,1912,female,asian,merchant,new york,3,,
980,southampton,britannic,first,andrea,martinez,1,17/04/1912,17,4,1912,female,asian,miner,new york,1,,
981,liverpool,lusitania,second,summer,walck,46,17/04/1912,17,4,1912,male,other,mason,new york,1,,
982,southampton,britannic,first,mudrik,al-ebrahim,63,20/04/1912,20,4,1912,male,hispanic,shoemaker,new york,1,,
983,liverpool,mauretania,third,lavonna,clark,1,19/04/1912,19,4,1912,female,white,baker,new york,4,,
984,southampton,olympic,second,james,metzger,36,19/04/1912,19,4,1912,female,other,weaver,new york,3,,
985,southampton,britannic,third,nicole,valdez,59,20/04/1912,20,4,1912,female,other,carpenter,new york,1,,
986,southampton,titanic,third,geoffrey,maldonado,7,19/04/1912,19,4,1912,male,white,none,new york,2,,
